product_links,product_names,product_category,brand,ingredient,size,price,claims,image_path
https://www.beautypedia.com/products/bust-beauty-extra-lift-gel/?archive_search=%2Fbody-care%2Fbody-lotion-and-cream-reviews%2F%3Fsize%3D96%26body-care_group%5B0%5D%3Dbody-lotion-and-cream-reviews ,Bust Beauty Extra-Lift Gel,Body Lotion,Clarins,"Water,  Glycerin,  PEG-40 Hydrogenated Castor Oil,  Butylene Glycol,  Acrylates/C-10-30 Alkyl Acrylate Crosspolymer,  Maltodextrin,  Cellulose Gum,  Fragrance,  Panthenol,  Avena Sativa (Oat) Kernel) Extract,  Sodium Dehydroacetate,  Retinyl Palmitate,  Tocopheryl Acetate,  Helianthus Annuuss (Sunflower) Seed oil,  Disodium EDTA,  Punica Granatum Bark Extract,  Cedrelopsis Grevei Bark Extract,  Sodium Hydroxide,  Phenoxyethanol,  Caramel,  BHT.",1.70 fl. oz.,59.00,"A non-oily gel containing special plant extracts that work naturally to firm, tone and strengthen the delicate skin of the bust and dcollete, minimizing skin slackness in this sensitive area to create a more pleasing body contour. Bust Beauty Extra-Lift Gel is an essential addition to any woman's body-care regimen. Recommended after periods of extended sun exposure, fatigue, stress and weight loss.",images/body_care/Bust-Beauty-Extra-Lift-Gel_Clarins.jpg
https://www.beautypedia.com/products/sa-renewing-lotion/?archive_search=%2Fbody-care%2Fbody-lotion-and-cream-reviews%2F%3Fsize%3D96%26body-care_group%5B0%5D%3Dbody-lotion-and-cream-reviews ,SA Renewing Lotion,Body Lotion,CeraVe,"Purified Water,  Glycerin,  Mineral Oil,  Ammonium Lactate,  Salicylic Acid,  Trolamine,  Glyceryl Stearate SE,  Behentrimonium Methosulfate,  Cetearyl Alcohol,  PEG-100 Stearate,  Cetyl Alcohol,  Cholecalciferol (Vitamin D3),  Ceramide 3,  Ceramide 6 II,  Ceramide 1,  Cholesterol,  Phytosphingosine,  Dimethicone 360,  Methylparaben,  Disodium EDTA,  Propylparaben,  Hyaluronic Acid,  Sodium Lauroyl Lactylate,  Carbomer,  Xanthan Gum",8.00 fl. oz.,15.99,"CeraVe SA is your daily defense against extremely dry skin. Its patented MVE formulation releases ceramides and other essential ingredients throughout the day, so they penetrate deep into the skin to hydrate and nourish. It always has the power of salicylic acid to loosen and exfoliate dead skin cells, allowing moisturizing ingredients to penetrate the deeper layers of the skin for enhanced effectiveness. The result is soft, silky smooth skin that looks and feels great.
",images/body_care/SA-Renewing-Lotion_CeraVe.jpg
https://www.beautypedia.com/products/resurfix-skin-barrier-healing-ointment/?archive_search=%2Fbody-care%2Fbody-lotion-and-cream-reviews%2F%3Fsize%3D96%26body-care_group%5B0%5D%3Dbody-lotion-and-cream-reviews ,Resurfix Skin Barrier Healing Ointment,Body Lotion,Replenix,"Active Ingredient: Petrolatum U.S.P. Inactive Ingredients: Allantoin,  Benzyl Alcohol,  Camellia Sinensis (Green Tea) Leaf Extract,  Ceramide 2,  Ceramide-3,  C12-15 Alkyl Benzoate,  Ethylhexyl Palmitate,  Glycine Soja (Soybean) Seed Extract,  Lanolin Alcohol,  Mineral Oil,  Palmitoyl Oligopeptide,  Panthenol,  PEG-10 Rapeseed Sterol,  Phospholipids,  Saccharomyces Lysate Extract,  Sorbitan Isostearate,  Squalane,  Tocopheryl Acetate,  Tribehenin,  Yucca Glauca Root Extract,  Water.",1.40 fl. oz.,19.00,"Replenix Resurfix Skin Barrier Healing Ointment protects, preserves and heals the skin. Ceramides hydrate and strengthen the skins barrier to prevent moisture loss, accelerating the healing process. ",images/body_care/Resurfix-Skin-Barrier-Healing-Ointment_Replenix.jpg
https://www.beautypedia.com/products/soothing-aloe-refreshing-moisturizer/?archive_search=%2Fbody-care%2Fbody-lotion-and-cream-reviews%2F%3Fsize%3D96%26body-care_group%5B0%5D%3Dbody-lotion-and-cream-reviews ,Soothing Aloe Refreshing Moisturizer,Body Lotion,Jergens,"Water,  Glycerin,  Cetearyl Alcohol,  Cetyl Esters,  Ceteareth-20,  Cetyl Alcohol,  Glyceryl Dilaurate,  Aloe Barbadensis Leaf Juice Powder,  Cucumis Sativus (Cucumber) Fruit Extract,  Eucalyptus Globulus Leaf Extract,  Dimethicone,  C12-15 Alkyl Benzoate,  Mineral Oil,  Stearic Acid,  Isopropyl Myristate,  Propylene Glycol,  Carbomer,  Sodium Hydroxide,  Methylparaben,  Propylparaben,  DMDM Hydantoin,  Fragrance",16.80 fl. oz.,7.49,"Jergens Soothing Aloe Relief Skin Cooling Moisturizer helps relieve uncomfortable dry skin when the wind, cold and sun take their toll. Used daily, it increases moisture contenthelping skin look healthier and feel softer.",images/body_care/Soothing-Aloe-Refreshing-Moisturizer_Jergens.jpg
https://www.beautypedia.com/products/summer-shine-body-lotion/?archive_search=%2Fbody-care%2Fbody-lotion-and-cream-reviews%2F%3Fsize%3D96%26body-care_group%5B0%5D%3Dbody-lotion-and-cream-reviews ,Summer Shine Body Lotion,Body Lotion,Mario Badescu,"Deionized Water,  Peanut Oil,  Octyl Palmitate,  Retinyl Palmitate,  Myristyl Myristate,  Dimethicone,  Beeswax,  Stearic Acid,  Isopropyl Myristate,  Sodium Benzoate,  Quaternium-15,  Diazolidinyl Urea",6.00 fl. oz.,10.00,"Enriched with Vitamin A, this greaseless body lotion subtly shimmers for a radiant glow. Reduces the appearance of dull, dry skin with natural moisture retaining ingredients like Beeswax and Peanut Oil. Makes a great accessory for those sexy halter dresses!",images/body_care/Summer-Shine-Body-Lotion_Mario-Badescu.jpg
https://www.beautypedia.com/products/positively-nourishing-energizing-body-lotion/?archive_search=%2Fbody-care%2Fbody-lotion-and-cream-reviews%2F%3Fsize%3D96%26body-care_group%5B0%5D%3Dbody-lotion-and-cream-reviews ,Positively Nourishing Energizing Body Lotion,Body Lotion,Aveeno,"Water,  Glycerin,  Distearyldimonium Chloride,  Isopropyl Palmitate,  Cetyl Alcohol,  Butyrospermum Parkii (Shea) Butter,  Petrolatum,  Dimethicone,  Avena Sativa (Oat) Kernel Flour,  Benzyl Alcohol,  Fragrance,  Chlorphenesin,  Steareth 20,  Cetyl Hydroxyethylcellulose,  Citrus Grandis (Grapefruit) Fruit Extract,  Punica Granatum Extract,  Sodium Chloride",7.00 fl. oz.,6.99,"This luxurious body lotion envelops your skin in lasting moisture, while energizing scents of grapefruit and pomegranate invigorate your senses.",images/body_care/Positively-Nourishing-Energizing-Body-Lotion_Aveeno.jpg
https://www.beautypedia.com/products/clementine-ginger-energizing-body-lotion/?archive_search=%2Fbody-care%2Fbody-lotion-and-cream-reviews%2F%3Fsize%3D96%26body-care_group%5B0%5D%3Dbody-lotion-and-cream-reviews ,Clementine Ginger Energizing Body Lotion,Body Lotion,Andalou Naturals,"Aloe Barbadensis Juice,  Helianthus Annuus (Sunflower) Oil,  Vegetable Glycerin,  Capric/Caprylic Triglycerides,  Glyceryl Stearate Citrate,  Cetearyl Alcohol,  Cyamopsis Tetragonolobus (Guar) Gum,  Fruit Stem Cells (Malus Domestica,  Solar Vitis) and BioActive 8 Berry Complex,  Oenothera Biennis (Evening Primrose) Oil,  Citrus Clementina (Clementine) and Zingiber Officinalis (Ginger) Extracts,  Citrus Tangerina (Tangerine) Extract,  Sodium Alginate,  Butyrospermum Parkii (Shea) Butter,  Prunus Armeniaca (Apricot) Oil,  Theobroma Cacao (Cocoa) Butter,  Panthenol (Pro-Vitamin B5),  Hibiscus Rosa-Sinensis Extract,  Allantoin,  Tocopherol,  Ethylhexylglycerin,  Phenethyl Alcohol,  Citrus Tangerina (Tangerine) and Cymbopogon Martini (Palmarosa) Oils",11.00 fl. oz.,11.95,"Energizing clementine ginger, organic aloe vera, apricot and sunflower oils effectively hydrate and replenish to nourish, soothe, and soften dry skin.",images/body_care/Clementine-Ginger-Energizing-Body-Lotion_Andalou-Naturals.jpg
https://www.beautypedia.com/products/lustro-body-oil-rosemary-citrus/?archive_search=%2Fbody-care%2Fbody-lotion-and-cream-reviews%2F%3Fsize%3D96%26body-care_group%5B0%5D%3Dbody-lotion-and-cream-reviews ,Lustro Body Oil- Rosemary + Citrus,Body Lotion,Beautycounter,"Golden Jojoba Oil,  Sweet Almond Oil,  Meadowfoam Seed Oil,  Virgin Grapeseed Oil,  Rosehip Oil,  Sea Buckthorn Oil,  Marula Oil,  Virgin Argan Nut Oil,  Rose Otto Oil,  Apricot Oil,  Grapefruit Oil,  Sweet Orange Oil,  Rosemary Oil.",2.70 fl. oz.,68.00,"A nourishing and luminescent oil treatment for the whole body, this intensely moisturizing blend of 13 oils leaves skin looking silky, smooth and glowing. Vitamin and antioxidant-rich oils like apricot, organic argan nut, meadowfoam seed, organic sweet almond, sea buckthorn and organic marula blend together for a luxurious feel (thats also easily absorbed). Rose otto oil, and an aromatic blend of grapefruit, sweet orange and rosemary support balanced-looking skinall with a beautifully complex scent.",images/body_care/Lustro-Body-Oil--Rosemary-+-Citrus_Beautycounter.jpg
https://www.beautypedia.com/products/lipikar-lipid-replenishing-body-milk/?archive_search=%2Fbody-care%2Fbody-lotion-and-cream-reviews%2F%3Fsize%3D96%26body-care_group%5B0%5D%3Dbody-lotion-and-cream-reviews ,Lipikar Lipid Replenishing Body Milk,Body Lotion,La Roche-Posay,"Water,  Butyrospermum Parkii/Shea Butter,  Glycerin,  Paraffinum Liquidum/Mineral Oil,  Octyldodecanol,  PEG-30 Stearate,  Glyceryl Stearate,  Dimethicone,  Cetyl Alcohol,  Cetyl Acetate,  Steareth-10,  Bisabolol,  Triethanolamine,  Capryloyl Glycine,  Tetrasodium EDTA,  Acetylated Lanolin Alcohol,  Acrylates/C10-30 Alkyl Acrylate Crosspolymer,  Citric Acid,  Phenoxyethanol,  Methylparaben,  Propylparaben,  Sodium Benzoate,  Fragrance",13.50 fl. oz.,39.99,Lipikar Body Lotion soothes and protects severely dry skin and prevents further irritation with 10% shea butter. Regular use of Lipikar helps to restore the protective hydrolipidic barrier of the skin as it hydrates and comforts the epidermis.,images/body_care/Lipikar-Lipid-Replenishing-Body-Milk_La-Roche-Posay.jpg
https://www.beautypedia.com/products/skin-smoothing-cellular-renewal-moisturizer/?archive_search=%2Fbody-care%2Fbody-lotion-and-cream-reviews%2F%3Fsize%3D96%26body-care_group%5B0%5D%3Dbody-lotion-and-cream-reviews ,Skin Smoothing Cellular Renewal Moisturizer,Body Lotion,Jergens,"Water,  Glycerin,  Cetearyl Alcohol,  Petrolatum,  Behentrimonium Chloride,  Lactamide MEA,  Isopropyl Isostearate,  Jojoba Esters,  Tocopheryl Acetate,  Tridecyl Salicylate,  Citrus Medica Limonum (Lemon) Juice,  Ananas Sativus (Pineapple) Fruit Juice,  Citrus Grandis (Grapefruit) Juice,  Dimethicone,  Dicaprylyl Ether,  Glyceryl Dilaurate,  Lactose,  Cellulose,  Hydroxypropyl Methylcellulose,  Methylparaben,  Propylparaben,  DMDM Hydantoin,  Fragrance,  Talc,  Titanium Dioxide,  Red 30,  Ferric Ferrocyanide,  Ultramarines",16.80 fl. oz.,7.49,"A mild exfoliator and nourishing hydrator, Jergens Skin Smoothing Cellular Renewal Moisturizer delivers 24-hour moisturization for smoother, silkier skin.",images/body_care/Skin-Smoothing-Cellular-Renewal-Moisturizer_Jergens.jpg
